what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1474294272720
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1474294272825
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474300434151
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474300435895
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474300607308
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474300608346
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474303971119
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474303973519
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474303976814
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1474303983183
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1474303986095
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1474303986767
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.RunLast",1474303987390
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474303987410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474308858890
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1474308859310
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474308865918
